interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_001052,conv_1267539_1267538,<USER> bring back the touch preview feature tf u doing,<USER> bring back the touch preview feature tf u doing,<USER> Hey! We have more info about this here: <URL> Give us a shout if you have any questions /NQ,@416793 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /NQ,clarification_request,True,1267539,1267538,Mon Oct 16 04:20:57 +0000 2017,Feature / Product Question
int_001053,conv_760619_760618,"“enjoy the next 30 minutes of ad free music” 5 minutes later, Ad <USER>","“enjoy the next 30 minutes of ad free music” 5 minutes later, Ad <USER>","<USER> Hey Matthew, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /SY","@301750 Hey Matthew, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /SY",troubleshooting,True,760619,760618,Wed Oct 11 19:16:53 +0000 2017,Playback / Audio
int_001054,conv_1069147_1069148,<USER> the entire reason for listening to it through Spotify was to hear the song in a decent quality.),<USER> the entire reason for listening to it through Spotify was to hear the song in a decent quality.),"<USER> Thanks! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP","@372300 Thanks! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",clarification_request,True,1069147,1069148,Mon Oct 23 16:20:22 +0000 2017,Playback / Audio
int_001055,conv_2076537_2076535,Yo <USER> the ability to drag what you're currently playing into the queue to listen again later seems to have gone.,Yo <USER> the ability to drag what you're currently playing into the queue to listen again later seems to have gone.,"<USER> Hey Matt, that isn't possible anymore. You can still add the currently playing track back to queue by clicking '...'. Hope this helps /CX","@614146 Hey Matt, that isn't possible anymore. You can still add the currently playing track back to queue by clicking '...'. Hope this helps /CX",informational,True,2076537,2076535,Mon Oct 09 08:34:41 +0000 2017,Playback / Audio
int_001056,conv_1132086_1132083,<USER> PLEASE EMAIL ME ASAP. I just released my first album on all platforms and I need to know how to access my account y’all made❤️,<USER> PLEASE EMAIL ME ASAP. I just released my first album on all platforms and I need to know how to access my account y’all made❤️,<USER> Hey! You can find all the info on how to access and manage your artist profile at <URL> Check it out 🙂 /BH,@386762 Hey! You can find all the info on how to access and manage your artist profile at https://t.co/u2RktKqNTQ. Check it out 🙂 /BH,informational,True,1132086,1132083,Mon Oct 16 22:57:57 +0000 2017,Account / Login / Security
int_001057,conv_2239659_2239658,Question of the day: Why is Taylor Swifts album not on <USER> #NewMusicFriYAY,Question of the day: Why is Taylor Swifts album not on <USER> #NewMusicFriYAY,"<USER> Hi! Taylor Swift's 'Reputation' isn't available just yet – stay tuned. For now, check out the singles: <URL> /AU","@291910 Hi! Taylor Swift's 'Reputation' isn't available just yet – stay tuned. For now, check out the singles: https://t.co/3h0TnPWP0c /AU",informational,True,2239659,2239658,Fri Nov 10 14:50:09 +0000 2017,Playback / Audio
int_001058,conv_233163_233166,<USER> I forgot my password..can you please email it to me..,<USER> I forgot my password..can you please email it to me..,<USER> 1: We're afraid we're unable to do that. You can reset your password at <URL> We can see that your previous tweets are...,@171499 1: We're afraid we're unable to do that. You can reset your password at https://t.co/dYhFq1waZW. We can see that your previous tweets are...,informational,True,233163,233166,Thu Oct 05 13:28:30 +0000 2017,Account / Login / Security
int_001059,conv_2246154_2246155,"<USER> sure, how may members we can add on the family account?","<USER> sure, how may members we can add on the family account?","<USER> With Premium for Family, you and up to 5 members of the same household can join. More info here: <URL> /RB","@537732 With Premium for Family, you and up to 5 members of the same household can join. More info here: https://t.co/KJ8ayuKPFM /RB",clarification_request,True,2246154,2246155,Sat Nov 11 00:25:19 +0000 2017,Account / Login / Security
int_001060,conv_1340970_1340969,Yo <USER> why can't I listen to Trial By Fire by <USER> yet? :(,Yo <USER> why can't I listen to Trial By Fire by <USER> yet? :(,<USER> Hey there! Can you let us know the country your account is set to? We'll take a look under the hood /JE,@432780 Hey there! Can you let us know the country your account is set to? We'll take a look under the hood /JE,clarification_request,True,1340970,1340969,Fri Oct 27 14:37:43 +0000 2017,Other / Ambiguous
int_001061,conv_750608_750606,Dear <USER> you need a dislike button so I can banish any and all Chris Brown songs from popping up,Dear <USER> you need a dislike button so I can banish any and all Chris Brown songs from popping up,"<USER> Hi! We're afraid this isn't possible right now, but you can show your support for the idea here: <URL> /AU","@299405 Hi! We're afraid this isn't possible right now, but you can show your support for the idea here: https://t.co/oGDLtirXki /AU",informational,True,750608,750606,Wed Oct 11 17:19:12 +0000 2017,Playback / Audio
int_001062,conv_389005_389004,"<USER> i've been charged student rate and full rate twice, whats the story? should only be student rate","<USER> i've been charged student rate and full rate twice, whats the story? should only be student rate",<USER> Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,@208047 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,clarification_request,True,389005,389004,Mon Oct 09 14:10:59 +0000 2017,Billing / Payment
int_001063,conv_1012742_1012741,<USER> any progress/updates on Apple Watch app? very hard to find except “working on it”,<USER> any progress/updates on Apple Watch app? very hard to find except “working on it”,<USER> Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <URL> /JS,@278577 Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /JS,informational,True,1012742,1012741,Thu Oct 12 02:31:06 +0000 2017,App / Device / Technical
int_001064,conv_863703_863702,<USER> so is this on Spotify or not? Shows up online but not in the app.... <URL>,<USER> so is this on Spotify or not? Shows up online but not in the app.... <URL>,"<USER> Hi Jacob. Don't worry, we'll look into it. First up, can you tell us what country is your account set to? /JU","@325112 Hi Jacob. Don't worry, we'll look into it. First up, can you tell us what country is your account set to? /JU",clarification_request,True,863703,863702,Mon Nov 20 23:50:33 +0000 2017,App / Device / Technical
int_001065,conv_1727529_1727528,"<USER> Any way of blocking an artist? I’ve “down voted” this one artist about 20 times today, but your “shuffle radio” plays them.","<USER> Any way of blocking an artist? I’ve “down voted” this one artist about 20 times today, but your “shuffle radio” plays them.","<USER> Hi! This isn't possible right now, but you can show your support for the idea on our Community: <URL> /RC","@522424 Hi! This isn't possible right now, but you can show your support for the idea on our Community: https://t.co/oGDLtirXki /RC",informational,True,1727529,1727528,Tue Nov 07 06:05:44 +0000 2017,Playback / Audio
int_001066,conv_968732_968731,"Yo <USER>, if I type in ""Crossroads"" and have to hit ""See all songs"" to get to <USER>, then your algorithm could use some fixin.","Yo <USER>, if I type in ""Crossroads"" and have to hit ""See all songs"" to get to <USER>, then your algorithm could use some fixin.","<USER> Hey Thomas! What device, operating system, and Spotify version are you rocking? We'll see what we can suggest /TM","@349964 Hey Thomas! What device, operating system, and Spotify version are you rocking? We'll see what we can suggest /TM",clarification_request,True,968732,968731,Wed Oct 11 16:37:58 +0000 2017,Ads
int_001067,conv_1768379_1768378,<USER> hi! I need some help with my account! I've messaged <USER> is this the right person to help :),<USER> hi! I need some help with my account! I've messaged <USER> is this the right person to help :),<USER> Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /NQ,@316739 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /NQ,clarification_request,True,1768379,1768378,Tue Nov 07 22:18:40 +0000 2017,Account / Login / Security
int_001068,conv_831459_831458,<USER> WHY CANT I LISTEN TO MY LIT SONGS WITHOUT HAVING TO ON THE APP GET YOUR SHIT TOGETHER,<USER> WHY CANT I LISTEN TO MY LIT SONGS WITHOUT HAVING TO ON THE APP GET YOUR SHIT TOGETHER,<USER> Hey! Is the app crashing when you're running it in the background? Can you let us know which device/OS &amp; Spotify version you're using? /YM,@318004 Hey! Is the app crashing when you're running it in the background? Can you let us know which device/OS &amp; Spotify version you're using? /YM,clarification_request,True,831459,831458,Sun Oct 08 23:01:34 +0000 2017,Playback / Audio
int_001069,conv_1369725_1369724,"<USER> What is the literal fucking point of playing an ad RIGHT IN THE MIDDLE of something I'm listening to, so BOTH tracks play. FFS.","<USER> What is the literal fucking point of playing an ad RIGHT IN THE MIDDLE of something I'm listening to, so BOTH tracks play. FFS.","<USER> Hi! Thanks for your feedback - we'll pass it on. For now, check out <URL> if you haven't had a subscription before /RB","@438832 Hi! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RB",informational,True,1369725,1369724,Fri Oct 27 22:18:14 +0000 2017,Playback / Audio
int_001070,conv_2558825_2558824,<USER> Make a Discovery playlist filtered for bands coming to town! <URL>,<USER> Make a Discovery playlist filtered for bands coming to town! <URL>,"<USER> Hi Michael! We hear you loud and clear. We don't have any more info to share right now, but we'll be sure to let the team know it's a feature you'd like to see 🙂 /JI","@726397 Hi Michael! We hear you loud and clear. We don't have any more info to share right now, but we'll be sure to let the team know it's a feature you'd like to see 🙂 /JI",clarification_request,True,2558825,2558824,Thu Nov 16 17:01:24 +0000 2017,Playback / Audio
int_001071,conv_58943_58942,"<USER> Hi, I can't seem to download songs in my tablet even though I can on my phone. The app looks completely different. Please help","<USER> Hi, I can't seem to download songs in my tablet even though I can on my phone. The app looks completely different. Please help","<USER> Hi Rob, help's here! Can you let us know your device's model, OS, and Spotify version? We'll see what we can suggest /DV","@129424 Hi Rob, help's here! Can you let us know your device's model, OS, and Spotify version? We'll see what we can suggest /DV",clarification_request,True,58943,58942,Wed Nov 01 20:22:10 +0000 2017,Playback / Audio
int_001072,conv_788621_788620,Can't stop <USER> from asking me about facebook. No I don't want to share. I just want to listen to music. Stop asking me! <URL>,Can't stop <USER> from asking me about facebook. No I don't want to share. I just want to listen to music. Stop asking me! <URL>,"<USER> Hey, that's not cool! Can you let us know your device, as well as the OSX and Spotify version? We'll see what we can suggest /JP","@308058 Hey, that's not cool! Can you let us know your device, as well as the OSX and Spotify version? We'll see what we can suggest /JP",clarification_request,True,788621,788620,Thu Sep 28 11:40:25 +0000 2017,Playback / Audio
int_001073,conv_2883054_2883056,"<USER> I see that in Android mobile and Windows PC. When see Strauss autor can see Tchaikovsky song as most played, and song of a band named Strauss.","<USER> I see that in Android mobile and Windows PC. When see Strauss autor can see Tchaikovsky song as most played, and song of a band named Strauss.",<USER> Hmm. Do you mean tracks from different artists play whenever you try to listen to Strauss? Can you send us the Album/Playlist/Artist Link? Just tap the three dots &gt; Share &gt; Copy Link /AY,@799854 Hmm. Do you mean tracks from different artists play whenever you try to listen to Strauss? Can you send us the Album/Playlist/Artist Link? Just tap the three dots &gt; Share &gt; Copy Link /AY,clarification_request,True,2883054,2883056,Tue Nov 28 14:03:12 +0000 2017,Playback / Audio
int_001074,conv_753654_753653,<USER> I am a Groove Music member and now want to move my music to Spotify. Do I wait until Dec to cancel? I don't want 2b billed2x,<USER> I am a Groove Music member and now want to move my music to Spotify. Do I wait until Dec to cancel? I don't want 2b billed2x,"<USER> Hey Delsin! We have more info about the migration at <URL> Any other questions, just give us a shout /SJ","@300120 Hey Delsin! We have more info about the migration at https://t.co/Peyq1ETDeT. Any other questions, just give us a shout /SJ",clarification_request,True,753654,753653,Wed Oct 11 14:44:45 +0000 2017,Premium / Subscription
int_001075,conv_728607_728605,"<USER> is so buggy for me atm :( Sometimes it won't play tracks in browser, desktop app stops loading searches &amp; freezes :(","<USER> is so buggy for me atm :( Sometimes it won't play tracks in browser, desktop app stops loading searches &amp; freezes :(",<USER> Hi! What device/OS and which Spotify Version are you using? Does it happen over WiFi or 3G/4G? /SV,@294537 Hi! What device/OS and which Spotify Version are you using? Does it happen over WiFi or 3G/4G? /SV,clarification_request,True,728607,728605,Wed Oct 11 08:01:04 +0000 2017,App / Device / Technical
int_001076,conv_2316881_2316880,"<USER> Hi, i just recieved an email saying my email address has been changed and now i cannot log in to my account. Can you help?","<USER> Hi, i just recieved an email saying my email address has been changed and now i cannot log in to my account. Can you help?","<USER> Hey Steve, we're sorry to hear that! We'd suggest checking out <URL> for what to do next /RH <URL>","@671754 Hey Steve, we're sorry to hear that! We'd suggest checking out https://t.co/QHn3ok8y2n for what to do next /RH https://t.co/ldFdZRiNAt",informational,True,2316881,2316880,Mon Nov 13 06:45:49 +0000 2017,Account / Login / Security
int_001077,conv_2591023_2591022,"<USER> I cant download ANY song, whats going on?","<USER> I cant download ANY song, whats going on?","<USER> Hey there! What device, operating system, and Spotify version are your using? Are you getting any specific error messages while downloading tracks for offline use? We'll see what we can suggest /CE","@733855 Hey there! What device, operating system, and Spotify version are your using? Are you getting any specific error messages while downloading tracks for offline use? We'll see what we can suggest /CE",clarification_request,True,2591023,2591022,Fri Nov 17 01:10:23 +0000 2017,Playback / Audio
int_001078,conv_2468380_2468379,<USER> please stop making me listen to my playlist radio - I WANT to listen to the same 10 songs over,<USER> please stop making me listen to my playlist radio - I WANT to listen to the same 10 songs over,"<USER> Hey Shannon! What device, operating system, and Spotify version are you using? We'll see what we can suggest /LO","@706216 Hey Shannon! What device, operating system, and Spotify version are you using? We'll see what we can suggest /LO",clarification_request,True,2468380,2468379,Tue Oct 31 01:04:51 +0000 2017,Playback / Audio
int_001079,conv_591475_591473,<USER> I’ve got a bug where I can’t see the download bar properly it seems like it appears too far up which is behind the top bar,<USER> I’ve got a bug where I can’t see the download bar properly it seems like it appears too far up which is behind the top bar,"<USER> Hey there! Could you give us more info on what's happening exactly? What device, operating system, and app version are you running? /PB","@259956 Hey there! Could you give us more info on what's happening exactly? What device, operating system, and app version are you running? /PB",clarification_request,True,591475,591473,Sun Dec 03 16:18:21 +0000 2017,App / Device / Technical
int_001080,conv_1492386_1492385,"<USER> iPhone 6s Plus, iOS 11.1, ver. 8.4.25.906","<USER> iPhone 6s Plus, iOS 11.1, ver. 8.4.25.906",<USER> Thanks! Try restarting your device by holding Home + Lock for 10 seconds. Does that help? /AP,@466571 Thanks! Try restarting your device by holding Home + Lock for 10 seconds. Does that help? /AP,troubleshooting,True,1492386,1492385,Sun Nov 05 02:17:46 +0000 2017,App / Device / Technical
int_001081,conv_2304471_2304472,<USER> Sound would fade in and out #Or passwords not recognized on every item #distortion,<USER> Sound would fade in and out #Or passwords not recognized on every item #distortion,<USER> Thanks. We suggest that you follow the troubleshooting steps here: <URL> Let us know how it goes /LO,@668633 Thanks. We suggest that you follow the troubleshooting steps here: https://t.co/2eUobFojRN. Let us know how it goes /LO,troubleshooting,True,2304471,2304472,Fri Oct 20 04:50:10 +0000 2017,Account / Login / Security
int_001082,conv_2603279_2603277,<USER> The stranger things ester egg in the player was good but it is heating up my Mac now! and eating up the battery as well. Could you add/suggest options to turn it off.,<USER> The stranger things ester egg in the player was good but it is heating up my Mac now! and eating up the battery as well. Could you add/suggest options to turn it off.,"<USER> Hi! We're afraid this isn't possible at the moment. In the meantime, if you want to listen to the songs without activating the easter egg feature, you can create a new playlist and adding the songs. Hope this info helps /DR","@736687 Hi! We're afraid this isn't possible at the moment. In the meantime, if you want to listen to the songs without activating the easter egg feature, you can create a new playlist and adding the songs. Hope this info helps /DR",informational,True,2603279,2603277,Fri Nov 17 08:29:49 +0000 2017,Playback / Audio
int_001083,conv_323085_323084,<USER> why is your tech support so poor ? And removing my posts off the community forums?,<USER> why is your tech support so poor ? And removing my posts off the community forums?,<USER> Hey Chris! Can you give us more info on this? We'll see what we can do /NG,@192960 Hey Chris! Can you give us more info on this? We'll see what we can do /NG,clarification_request,True,323085,323084,Fri Oct 06 16:46:49 +0000 2017,Other / Ambiguous
int_001084,conv_351729_351728,<USER> Why do your webpage skip me to Spotify Premium Family when I fucking click on ordinary Premium? I don't have a family. Stop it.,<USER> Why do your webpage skip me to Spotify Premium Family when I fucking click on ordinary Premium? I don't have a family. Stop it.,<USER> Hey! Can you give us a bit more info on what's going on? We'll do our best to help /CB,@142609 Hey! Can you give us a bit more info on what's going on? We'll do our best to help /CB,clarification_request,True,351729,351728,Sun Oct 08 10:40:08 +0000 2017,Playback / Audio
int_001085,conv_1450243_1450242,<USER> <USER> <USER> <USER>,<USER> <USER> <USER> <USER>,<USER> Hey there! This sounds like something for our Artist Services team. You can reach out to them here: <URL> /KP,@456527 Hey there! This sounds like something for our Artist Services team. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,informational,True,1450243,1450242,Thu Nov 02 16:54:41 +0000 2017,Other / Ambiguous
int_001086,conv_203129_203127,"<USER> what's wrong with you?? your service it`s so bad, I need talk with a real person, really this situation it`s pathetic. 🤬🤬😡😡","<USER> what's wrong with you?? your service it`s so bad, I need talk with a real person, really this situation it`s pathetic. 🤬🤬😡😡","<USER> Hey, help's here! Can you let us know a little more about what's going on? We'll be here /ND","@164067 Hey, help's here! Can you let us know a little more about what's going on? We'll be here /ND",clarification_request,True,203129,203127,Wed Oct 04 16:54:05 +0000 2017,Ads
int_001087,conv_1793567_1793566,<USER> <USER> is Spotify available on Apple Watch?,<USER> <USER> is Spotify available on Apple Watch?,<USER> Hi Shawn. Check out the official idea and add your vote to let our devs know it's something you'd like to see: <URL> /JU,@479529 Hi Shawn. Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /JU,informational,True,1793567,1793566,Thu Oct 12 04:56:54 +0000 2017,App / Device / Technical
int_001088,conv_2383576_2383575,Hey <USER> I just updared my iPhone. Why is every song blocked for me?? I have an account.,Hey <USER> I just updared my iPhone. Why is every song blocked for me?? I have an account.,"<USER> Hey, help's here! Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /GK","@687095 Hey, help's here! Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /GK",clarification_request,True,2383576,2383575,Tue Nov 14 06:33:03 +0000 2017,Account / Login / Security
int_001089,conv_2836389_2836388,"hey <USER> if I'm applying for a job with you, should i just send you all of my playlists or do you want an actual resume?","hey <USER> if I'm applying for a job with you, should i just send you all of my playlists or do you want an actual resume?",<USER> Hey Slater! You can find and submit all the required documents at <URL> Hope this helps /JP,@789482 Hey Slater! You can find and submit all the required documents at https://t.co/c1Z94oBFOl. Hope this helps /JP,informational,True,2836389,2836388,Mon Nov 27 03:49:10 +0000 2017,Playback / Audio
int_001090,conv_1793935_1793936,OK <USER> explain to me why my downloads disappear when the app is updated?! #Spotify #annoying #ilovewastingdata,OK <USER> explain to me why my downloads disappear when the app is updated?! #Spotify #annoying #ilovewastingdata,"<USER> 2: case it happens again, let us know and we'll troubleshoot further. In the meantime, let us know if you have other questions /JN","@442207 2: case it happens again, let us know and we'll troubleshoot further. In the meantime, let us know if you have other questions /JN",troubleshooting,True,1793935,1793936,Thu Oct 12 06:50:50 +0000 2017,App / Device / Technical
int_001091,conv_2376231_2376233,"<USER> It's only on the album ""classic soft rock"". I just downloaded a different version that worked. <URL>","<USER> It's only on the album ""classic soft rock"". I just downloaded a different version that worked. <URL>",<USER> Can you send us the URI of the album that had that issue? We'll take a look /NQ,@685395 Can you send us the URI of the album that had that issue? We'll take a look /NQ,clarification_request,True,2376231,2376233,Tue Nov 14 03:28:22 +0000 2017,Playback / Audio
int_001092,conv_609558_609557,"<USER> your service support sucks, I've been having problems and I cant find and answer to my issue <USER>","<USER> your service support sucks, I've been having problems and I cant find and answer to my issue <USER>",<USER> Hi Hector! Sorry if you feel that way. Can you let us know what's happening exactly? We'll see what we can do /PL,@264904 Hi Hector! Sorry if you feel that way. Can you let us know what's happening exactly? We'll see what we can do /PL,clarification_request,True,609558,609557,Wed Oct 04 12:35:43 +0000 2017,Content Availability
int_001093,conv_723382_723381,<USER> how come Lemonade isnt on Spotify? Any idea when it'll come up?,<USER> how come Lemonade isnt on Spotify? Any idea when it'll come up?,"<USER> Hey! We're working on it, and we hope to have it available soon. There's more info here: <URL> /RB","@293223 Hey! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu /RB",clarification_request,True,723382,723381,Wed Oct 11 02:33:58 +0000 2017,Ads
int_001094,conv_974525_974526,<USER> This feels like the opposite of what I'm asking for,<USER> This feels like the opposite of what I'm asking for,<USER> Sorry for the confusion! You can suggest your change in our Community at <URL> and get support from other users /DF,@351106 Sorry for the confusion! You can suggest your change in our Community at https://t.co/rtDvYZOF32 and get support from other users /DF,informational,True,974525,974526,Sun Oct 22 14:53:12 +0000 2017,Billing / Payment
int_001095,conv_327158_327157,<USER> My account email has been changed by someone else and I can't login or get a new login or send you an email or call you....,<USER> My account email has been changed by someone else and I can't login or get a new login or send you an email or call you....,"<USER> Hey Zara, we’re sorry to hear that. Check out <URL> for what to do next /JN","@193972 Hey Zara, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /JN",informational,True,327158,327157,Sat Oct 07 14:22:01 +0000 2017,Account / Login / Security
int_001096,conv_565392_565393,"<USER> I want to listen on my phone...slightly irrelevant question. Works fine on my pc but that's not the point, the issue is happening on my android phone...","<USER> I want to listen on my phone...slightly irrelevant question. Works fine on my pc but that's not the point, the issue is happening on my android phone...","<USER> Hmm. Can you try our test account and check if you'll get the same result? You can log in using the username ""cs_test_4"" and password ""t7uvuheFEduW"". Let us know how it goes /MS","@252492 Hmm. Can you try our test account and check if you'll get the same result? You can log in using the username ""cs_test_4"" and password ""t7uvuheFEduW"". Let us know how it goes /MS",informational,True,565392,565393,Sun Dec 03 12:42:46 +0000 2017,App / Device / Technical
int_001097,conv_387333_387332,<USER> on occasion my Spotify just stops whenever I leave the app only returns when I get back to the app,<USER> on occasion my Spotify just stops whenever I leave the app only returns when I get back to the app,"<USER> Hey, that doesn't sound good. Can you let us know what device, operating system, and Spotify versions you're using? /RK","@158590 Hey, that doesn't sound good. Can you let us know what device, operating system, and Spotify versions you're using? /RK",clarification_request,True,387333,387332,Sun Oct 08 20:57:14 +0000 2017,Playback / Audio
int_001098,conv_1757050_1757049,<USER> where’s reputation at ??,<USER> where’s reputation at ??,"<USER> Her new album isn't available to stream just yet – stay tuned! For now, check out the singles: <URL> /NJ","@529031 Her new album isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /NJ",informational,True,1757050,1757049,Sat Nov 11 18:34:56 +0000 2017,Other / Ambiguous
int_001099,conv_1909924_1909923,<USER> tried to sign up for student Hulu package and it charged me but says can’t verify me,<USER> tried to sign up for student Hulu package and it charged me but says can’t verify me,"<USER> Hey Kiani, we're here to help! Can you send over the username or email address on your account via DM? We'll take a look backstage /GN <URL>","@568966 Hey Kiani, we're here to help! Can you send over the username or email address on your account via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",clarification_request,True,1909924,1909923,Tue Oct 24 20:55:31 +0000 2017,Billing / Payment
int_001100,conv_1547087_1547086,"<USER> hi spotify. I cant login to my account andhika.ventausa, after i logged in in android app, within 2sec i kicked out.","<USER> hi spotify. I cant login to my account andhika.ventausa, after i logged in in android app, within 2sec i kicked out.","<USER> Hi Andhika! Help's here. Are you getting a specific error message? If so, can you send us a screenshot via DM? We'll take a look /DD <URL>","@479034 Hi Andhika! Help's here. Are you getting a specific error message? If so, can you send us a screenshot via DM? We'll take a look /DD https://t.co/ldFdZRiNAt",clarification_request,True,1547087,1547086,Sat Nov 04 04:55:33 +0000 2017,Account / Login / Security
int_001101,conv_1359011_1359010,"<USER> I have an Alarm app that can open apps when the alarm goes off, is there a way to make Spotify auto play upon opening?","<USER> I have an Alarm app that can open apps when the alarm goes off, is there a way to make Spotify auto play upon opening?",<USER> Hey there! We can see how that’d be useful. You can vote for the official idea here: <URL> /AG,@436846 Hey there! We can see how that’d be useful. You can vote for the official idea here: https://t.co/YSHYSPDR4z /AG,informational,True,1359011,1359010,Mon Oct 16 13:29:29 +0000 2017,Playback / Audio
int_001102,conv_1396373_1396374,<USER> do i have to create this on the radio tab or on the stations heading of the library tab on android.,<USER> do i have to create this on the radio tab or on the stations heading of the library tab on android.,"<USER> We're sorry for the confusion. In this case, you can only turn a Radio list into a regular playlist using the Desktop app /LM","@193980 We're sorry for the confusion. In this case, you can only turn a Radio list into a regular playlist using the Desktop app /LM",informational,True,1396373,1396374,Sat Oct 28 15:12:58 +0000 2017,App / Device / Technical
int_001103,conv_1788653_1788652,<USER> Gift**,<USER> Gift**,<USER> Hey Lizzy! You can purchase E-cards for Spotify Premium here: <URL> Let us know if you have any questions /TF,@537301 Hey Lizzy! You can purchase E-cards for Spotify Premium here: https://t.co/42zVxzQuAV. Let us know if you have any questions /TF,informational,True,1788653,1788652,Thu Oct 12 17:20:25 +0000 2017,Other / Ambiguous
int_001104,conv_2861238_2861239,<USER> ... I'm not optimistic there. I hoped there was an existing way to repeatedly help with a product I like. Sounds like there isn't.,<USER> ... I'm not optimistic there. I hoped there was an existing way to repeatedly help with a product I like. Sounds like there isn't.,<USER> We'd be glad to have you on board. Check out: <URL> for opportunities to join the team /CO,@794881 We'd be glad to have you on board. Check out: https://t.co/c1Z94oBFOl for opportunities to join the team /CO,informational,True,2861238,2861239,Tue Nov 28 19:32:49 +0000 2017,Playback / Audio
int_001105,conv_169725_169724,<USER> I have a question regarding payment for subscription.,<USER> I have a question regarding payment for subscription.,<USER> Hey Bex! We're here to help. Can you tell us a bit more about what's going on? We'll see what we can suggest /TF,@155529 Hey Bex! We're here to help. Can you tell us a bit more about what's going on? We'll see what we can suggest /TF,clarification_request,True,169725,169724,Fri Nov 24 20:11:07 +0000 2017,Premium / Subscription
int_001106,conv_1847478_1847476,why isn my spotify working ugh,why isn my spotify working ugh,"<USER> Hey, help's arrived. Can you let us know what's happening exactly? Are you seeing any error messages? We'll see what we can suggest /LP","@553303 Hey, help's arrived. Can you let us know what's happening exactly? Are you seeing any error messages? We'll see what we can suggest /LP",clarification_request,True,1847478,1847476,Thu Oct 19 19:36:33 +0000 2017,Other / Ambiguous
int_001107,conv_1797218_1797217,why was just like you by louis tomlinson not on the viral 50 or top 200 charts? <USER>,why was just like you by louis tomlinson not on the viral 50 or top 200 charts? <USER>,<USER> We'd love to see your favorite artist on the Top Charts too. We recommend listening more and asking your friends to do the same /CO,@540014 We'd love to see your favorite artist on the Top Charts too. We recommend listening more and asking your friends to do the same /CO,informational,True,1797218,1797217,Fri Oct 13 17:50:31 +0000 2017,Other / Ambiguous
int_001108,conv_2307495_2307494,"Hey <USER> why can I still NOT listen to the <USER> album ""...for the whole world to see"" ? Why is this still a problem?! <URL>","Hey <USER> why can I still NOT listen to the <USER> album ""...for the whole world to see"" ? Why is this still a problem?! <URL>","<USER> Hi Rob. Don't worry, help's here. Can you tell us exactly what's going on? We'll see what we can suggest /JU","@669373 Hi Rob. Don't worry, help's here. Can you tell us exactly what's going on? We'll see what we can suggest /JU",clarification_request,True,2307495,2307494,Sun Nov 12 23:58:05 +0000 2017,Content Availability
int_001109,conv_260046_260044,Really wish <USER> would stop freezing on my phone and not take 5 minutes for a song to start playing.,Really wish <USER> would stop freezing on my phone and not take 5 minutes for a song to start playing.,"<USER> Hi there. We're sorry you feel that way. Can you let us know what device, OS, and Spotify version you're running? /LM","@177868 Hi there. We're sorry you feel that way. Can you let us know what device, OS, and Spotify version you're running? /LM",clarification_request,True,260046,260044,Thu Oct 05 19:41:58 +0000 2017,Playback / Audio
int_001110,conv_1754503_1754502,"Already incredibly pissed off with <USER> deleting my downloads yet again, 2 days in a row, will be cancelling if it keeps up. #spotify","Already incredibly pissed off with <USER> deleting my downloads yet again, 2 days in a row, will be cancelling if it keeps up. #spotify",<USER> Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <URL> They should help with this /DV,@528428 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /DV,informational,True,1754503,1754502,Tue Nov 07 17:50:14 +0000 2017,Ads
